time,OD_1-1,OD_1-2,OD_1-3,OD_1-4,OD_1-5,OD_1-6,OD_1-7,OD_1-8,OD_1-9,OD_1-10,OD_1-11,OD_1-12,OD_1-13,OD_1-14,OD_2-1,OD_2-2,OD_2-3,OD_2-4,OD_2-5,OD_2-6,OD_2-7,OD_2-8,OD_2-9,OD_2-10,OD_2-11,OD_2-12,OD_2-13,OD_2-14,OD_3-1,OD_3-2,OD_3-3,OD_3-4,OD_3-5,OD_3-6,OD_3-7,OD_3-8,OD_3-9,OD_3-10,OD_3-11,OD_3-12,OD_3-13,OD_3-14,OD_4-1,OD_4-2,OD_4-3,OD_4-4,OD_4-5,OD_4-6,OD_4-7,OD_4-8,OD_4-9,OD_4-10,OD_4-11,OD_4-12,OD_4-13,OD_4-14,OD_5-1,OD_5-2,OD_5-3,OD_5-4,OD_5-5,OD_5-6,OD_5-7,OD_5-8,OD_5-9,OD_5-10,OD_5-11,OD_5-12,OD_5-13,OD_5-14,OD_6-1,OD_6-2,OD_6-3,OD_6-4,OD_6-5,OD_6-6,OD_6-7,OD_6-8,OD_6-9,OD_6-10,OD_6-11,OD_6-12,OD_6-13,OD_6-14,OD_7-1,OD_7-2,OD_7-3,OD_7-4,OD_7-5,OD_7-6,OD_7-7,OD_7-8,OD_7-9,OD_7-10,OD_7-11,OD_7-12,OD_7-13,OD_7-14,OD_8-1,OD_8-2,OD_8-3,OD_8-4,OD_8-5,OD_8-6,OD_8-7,OD_8-8,OD_8-9,OD_8-10,OD_8-11,OD_8-12,OD_8-13,OD_8-14,OD_9-1,OD_9-2,OD_9-3,OD_9-4,OD_9-5,OD_9-6,OD_9-7,OD_9-8,OD_9-9,OD_9-10,OD_9-11,OD_9-12,OD_9-13,OD_9-14,OD_10-1,OD_10-2,OD_10-3,OD_10-4,OD_10-5,OD_10-6,OD_10-7,OD_10-8,OD_10-9,OD_10-10,OD_10-11,OD_10-12,OD_10-13,OD_10-14,OD_11-1,OD_11-2,OD_11-3,OD_11-4,OD_11-5,OD_11-6,OD_11-7,OD_11-8,OD_11-9,OD_11-10,OD_11-11,OD_11-12,OD_11-13,OD_11-14,OD_12-1,OD_12-2,OD_12-3,OD_12-4,OD_12-5,OD_12-6,OD_12-7,OD_12-8,OD_12-9,OD_12-10,OD_12-11,OD_12-12,OD_12-13,OD_12-14,OD_13-1,OD_13-2,OD_13-3,OD_13-4,OD_13-5,OD_13-6,OD_13-7,OD_13-8,OD_13-9,OD_13-10,OD_13-11,OD_13-12,OD_13-13,OD_13-14,OD_14-1,OD_14-2,OD_14-3,OD_14-4,OD_14-5,OD_14-6,OD_14-7,OD_14-8,OD_14-9,OD_14-10,OD_14-11,OD_14-12,OD_14-13,OD_14-14
2020-09-26 21:44:58,0,3144,35524,4658,36226,7306,2246,2941,8060,31746,34836,35314,36632,11937,25296,0,28905,26242,26400,3299,1855,24379,5450,8235,26530,19667,25091,27504,4106,1652,0,2616,2034,4987,1464,3489,3308,0,18399,2812,14223,12612,2780,3790,5054,0,29341,7203,2178,25100,4895,41439,40380,43244,2910,6442,2646,3610,39786,9944,0,5091,2782,9221,22818,1782,6887,34790,34322,17845,4023,1326,2557,49621,32083,0,2855,13235,12088,1125,50786,46247,36096,3554,22358,21084,21728,2641,3807,4243,0,2910,2682,1742,21854,7781,21586,3523,31608,7129,3124,31634,10531,4121,2276,0,7385,3153,15188,31673,26381,2375,34789,5119,46311,4395,46647,35387,2865,35635,0,1800,3402,5035,2628,16915,2966,3340,0,51194,49771,19809,2943,8573,6005,0,46538,31000,50009,6737,46268,3511,5601,3420,31423,20027,3055,47016,47938,3599,0,8486,47774,46292,54174,3860,57858,7765,56090,8582,7409,56191,6722,10357,4924,0,43598,54892,4825,2912,630,28052,17127,8531,1873,7786,2610,28068,14406,21554,0,27682,2765,2556,2570,2866,26034,3200,23457,2171,3175,791,17963,3072,7681,0
2020-09-26 21:45:58,0,3144,34543,3194,37022,6484,2310,2656,8721,20261,33880,33923,35802,24306,26247,0,28386,26228,26224,990,1792,27613,5068,2384,27486,27648,24595,27964,4226,1620,0,2609,2391,2983,1434,1626,3595,0,16983,3166,14612,12769,2842,3730,3990,0,23341,6593,2264,26829,4448,41636,42906,43054,3066,6239,2660,3554,38796,10122,0,5318,2783,10084,23311,1760,4549,34154,35674,19114,7849,990,2431,49763,30364,0,3179,10276,10067,1746,51936,51797,47509,4091,21637,21048,21007,2438,4415,3829,0,2269,2750,1746,22054,12523,22056,4195,28113,14182,2804,31369,10151,3711,1987,0,7702,3664,15696,28418,32067,2366,39636,3804,44423,4070,47242,41184,2638,40030,0,1728,3438,3876,2646,31924,3758,2997,0,48301,48400,47695,2218,7863,1728,0,49010,22538,45992,47343,46696,3522,8667,3377,29933,49585,3038,46608,49426,5011,0,6880,44179,47230,54174,5297,56392,7244,58760,4106,7614,56287,6800,10995,4195,0,45006,53494,4164,2474,648,27986,19639,8965,1810,6671,2646,19352,19165,11313,0,27650,3011,2302,4764,3338,18530,3677,24023,2113,3342,1743,16831,3060,4585,0
2020-09-26 21:46:58,0,3133,34992,3821,37217,6044,2416,3089,7595,25233,34208,34740,36592,18022,26242,0,28923,25774,26692,1008,1890,27182,6570,4562,27036,27486,24989,27026,3768,1670,0,2214,2016,2791,1432,1492,2563,0,8545,7703,6779,12002,2842,3508,7214,0,26931,7682,2214,20827,9323,41633,43964,44504,2814,5936,2664,3344,38744,9190,0,4994,2823,9538,22898,1764,4848,36983,35580,29075,5001,1008,2160,49071,27505,0,3837,11733,12505,1782,52000,52352,37632,2754,22340,21098,22198,2240,4313,2646,0,2286,2753,1782,21818,15873,22106,3851,29511,2965,5321,31638,9129,4046,2427,0,7630,4192,21680,33077,32634,2375,30755,3597,45620,6352,43373,32857,2666,30145,0,1764,3402,5014,2628,19490,2991,3164,0,49271,49457,49327,2238,8226,2554,0,48622,28440,50348,49698,45477,3482,8657,3372,23004,51245,2991,44830,48422,3581,0,4753,46345,45918,53450,5093,54349,4503,58236,5232,7863,57203,5502,7671,3951,0,38520,54896,4351,2782,612,28030,19381,8983,1886,6717,2628,20460,16485,17383,0,27650,3143,2255,1958,2944,17488,3321,23938,2145,3521,1782,13141,3079,6705,0
2020-09-26 21:47:58,0,3236,34130,3613,35544,7342,2156,2847,7591,34781,34850,35277,36040,15322,26697,0,28715,26224,25764,1008,1824,27803,5411,1908,27008,26544,24649,27008,4018,1638,0,2233,2016,4622,1442,5182,3903,0,17367,3019,13706,12315,2841,3746,6391,0,29459,7465,2282,29677,9183,42640,42924,43784,3109,6465,2720,3811,38488,11141,0,5029,2628,8862,22449,1782,5322,35772,34416,27874,4548,1008,2602,49128,30295,0,3225,11118,3528,1782,51440,41499,35155,3569,22842,21098,21710,2264,4279,2696,0,2793,2704,1778,21822,5282,22110,3646,31547,3628,19661,32084,7943,3038,2424,0,7038,3651,15561,32610,32146,2429,40372,3579,46023,3792,45364,41118,2568,39910,0,1796,3434,3614,4283,28474,7902,3283,0,49827,49771,48495,2292,8119,2192,0,48590,33001,46876,49196,46906,3504,3018,3236,31429,48861,2865,48255,48938,3549,0,3980,43259,48682,53710,4368,55194,3560,57736,6965,7974,52051,5416,8885,4062,0,37680,53972,3707,2398,644,28016,17768,8962,1836,5823,2980,25505,15820,15743,0,27632,3231,2522,7006,2965,16611,3505,23990,2186,3649,1764,13631,3078,6349,0
2020-09-26 21:48:58,0,3149,34927,3944,36144,6631,2201,2844,8976,34565,34836,34778,36148,21214,25779,0,28891,26238,25814,3926,1828,26952,5094,2103,27490,27008,24967,27012,4181,1638,0,2120,2012,3324,1481,1856,4274,0,18240,3377,10522,12262,2781,3951,2120,0,23228,6748,2232,34471,8354,41675,43430,43682,2839,6086,2646,3530,37235,14685,0,5268,3128,10094,22033,1782,4935,33537,36004,31993,4492,1070,2515,50044,26396,0,2998,12039,4354,1835,52449,41041,36071,3382,22380,21084,21732,3255,4863,2610,0,2248,2701,1764,22066,14033,22092,3116,30562,15213,4748,32088,9916,3712,1868,0,8083,2741,20922,32610,22217,2380,37343,5356,45600,3020,47569,38515,2576,37131,0,1764,3420,3686,9514,19133,8046,3307,0,18529,49771,48146,1974,8158,1764,0,45528,27172,45378,48192,46268,3472,9549,3258,31281,48548,2580,49530,49257,3658,0,5012,38953,47248,53706,4116,52921,3510,58268,3965,7751,42865,7030,10527,4284,0,32989,54418,3572,2651,648,26775,19193,8962,1836,8037,3995,28546,13620,18686,0,27650,2961,2246,8258,3158,11970,3380,23796,2402,3371,1728,16245,3061,4180,0
2020-09-26 21:49:58,0,3446,34688,4162,36162,6874,2187,2928,7579,36001,34240,35314,35646,11894,26229,0,29205,26224,26276,1015,2971,27710,4721,2013,27012,25143,25763,27022,4271,1656,0,2138,2034,3107,1418,2300,6320,0,11635,3172,12244,13983,4108,3755,4262,0,23278,7634,2232,18867,8323,40627,43910,30699,2907,6310,2664,3432,37683,13955,0,5050,2702,9786,22113,1782,5340,35868,34588,32681,5816,1004,2253,49626,37879,0,3173,12984,3960,1782,53128,47557,45102,2785,22784,21544,21656,2214,3561,2628,0,2550,2690,1746,21840,12966,22200,4012,30576,5382,2536,32271,8142,3991,1987,0,7230,4665,21079,32574,14822,2360,39613,3796,46348,3417,46222,40874,2494,39521,0,1764,3384,3690,9182,25702,8498,2695,0,6431,48856,48237,1938,9203,3405,0,48166,26083,47609,49698,45300,3788,4335,4100,33637,50167,3010,50325,47436,3585,0,7246,44443,46770,52782,4014,52014,3524,57926,7276,7636,39889,6873,11303,4604,0,53837,54896,2250,2891,630,28547,19719,8522,3299,7277,2610,17730,20761,22826,0,27650,3154,2280,11420,2737,16624,3463,24070,2492,3471,1782,17291,3147,7277,0
2020-09-26 21:50:58,0,3186,32649,3435,37213,7443,2162,2875,7614,35164,34836,34358,35158,25716,26229,0,28438,26224,25458,1026,1984,27303,8664,1829,26306,27117,24587,27016,2760,1656,0,2142,2012,2880,1450,2020,5609,0,18886,3111,13522,15806,5680,3730,3658,0,24993,8023,2264,20260,9127,41577,43950,42446,3070,6295,2855,4942,37292,16855,0,4981,2899,8697,19229,1760,4634,40064,35816,32604,6517,1026,2538,49136,30536,0,2842,12476,3564,1782,52892,48573,47833,3296,22364,21084,21232,2264,4491,2646,0,2977,2640,1782,21786,6753,22092,3669,29955,5988,3706,31620,9695,4008,2456,0,7206,4041,18834,24622,12881,2990,35668,3773,45670,3624,47314,39204,2557,36440,0,1710,3384,3392,9288,16882,7625,4187,0,9847,48830,49698,1919,9170,7264,0,48140,31307,47358,45823,45744,3547,4562,3294,28978,50620,2956,47693,48346,3559,0,4377,46319,47726,53210,4351,47047,3510,57944,4519,7083,38725,4817,8612,4811,0,43999,54942,2246,2638,612,28761,19504,8947,1976,5537,2592,21596,15098,14551,0,27650,4285,2317,4227,2811,13714,3027,22288,2683,4560,1764,11194,3136,8702,0
2020-09-26 21:51:58,0,3256,14052,2682,37217,6345,2160,3228,8250,35905,34850,34170,23412,18022,25315,0,28729,25176,26692,1057,2088,27319,3187,3535,27198,27587,25935,24492,4162,1652,0,2537,2034,2866,1489,2419,9732,0,17510,3200,16693,12835,6433,3722,3684,0,28734,6566,2411,23434,9151,41066,43928,43360,2827,6216,2664,3726,35331,13091,0,5165,2388,9119,22850,1764,5231,39435,35279,26458,7135,1044,2520,49337,35590,0,2908,13968,5259,2180,51795,49899,37536,2779,21894,21576,21246,2250,3457,2682,0,2349,2742,1778,21890,12888,22120,3700,31974,4372,2742,32102,8872,3788,1891,0,6851,3040,16712,32156,22028,2998,33777,3850,47051,3768,45731,34543,2768,33651,0,1746,3420,4460,8561,21600,7733,3831,0,25115,49266,40835,1938,9315,8976,0,48148,31343,48256,46239,44485,3772,4034,3272,31502,43048,3076,47968,48924,3567,0,5816,47287,47772,53224,4390,56219,3542,56856,7289,7303,43013,5511,10553,4786,0,46526,50943,2300,3467,612,28197,18580,8543,2104,6829,2520,20148,17644,17932,0,24193,3040,2543,2211,2842,14094,2768,24381,2066,3436,1800,16202,3143,10812,0
2020-09-26 21:52:58,0,3190,32635,2858,36820,19093,2141,2683,8474,35982,34358,35314,22904,15382,26693,0,28891,25048,25819,1008,1926,26361,1232,1857,27486,26544,25410,24702,3848,1638,0,2122,2016,2792,1536,2859,5496,0,18669,3169,14561,13329,6402,3773,2384,0,26970,6838,2782,22921,8983,42795,45438,44465,3009,6534,2646,3364,35908,10583,0,4974,2673,9224,22470,1782,6390,36920,40386,28366,7002,1008,2520,49749,28993,0,2817,10970,11574,501,51320,45212,51230,3293,22030,21084,21934,3090,4995,2664,0,2250,2688,1764,22038,12796,22092,3455,31080,4310,4663,31117,10047,3924,1599,0,6932,3791,12488,32535,18040,2555,43959,3293,45759,3894,46084,45511,2729,45795,0,1656,3456,10542,9789,18568,8693,2961,0,51312,49962,6201,1945,8908,8388,0,49524,25462,39249,45827,45262,3522,4228,3330,31047,8021,3254,43064,48904,4200,0,7244,47013,48132,52782,4373,55398,6916,57215,9480,7636,38673,7154,9450,4383,0,40712,54896,2300,2695,644,28660,8511,8539,1936,7750,3520,19926,12315,9902,0,25335,3109,2225,3177,3088,15627,3378,24345,2090,3469,1782,10570,3079,4154,0
2020-09-26 21:53:58,0,3204,24681,3121,36651,36923,2137,2804,8238,36468,30306,34372,17352,22405,25779,0,28386,26706,16064,990,2026,26717,1248,4652,27012,27026,24415,27486,2895,1620,0,2160,1998,2844,1402,1202,3008,0,18494,3025,14123,10179,2841,3999,3326,0,28476,6977,2706,21353,9963,43106,43430,43894,2846,8588,2664,3013,33704,9470,0,5043,2681,8849,22514,1764,7653,34575,35772,23833,6409,990,2502,48992,39774,0,2802,14225,11217,1136,45001,46284,35345,3391,21376,21580,19766,3459,4267,2628,0,4353,2650,1782,21660,10613,22092,3149,29660,3219,5508,32555,7414,3060,2101,0,10410,4300,21073,32196,21498,2377,47597,4799,25074,3714,43770,48191,2794,46553,0,1692,3402,5295,9164,20623,10122,3135,0,49342,49457,15882,1876,8467,8062,0,48590,26453,48722,44156,45678,3765,3516,3258,28521,17673,2655,46179,48422,3624,0,4912,45836,48204,52296,5446,56374,7097,56726,8168,7154,39828,6702,11549,4067,0,39210,53462,2268,2442,630,28689,17827,8522,1996,8409,2646,20130,18681,18595,0,27172,4356,2264,2245,2834,17552,3661,24406,1980,4698,1837,15808,3081,8170,0
2020-09-26 21:54:58,0,3216,27852,6793,36726,35328,2173,3068,7668,36742,35328,34358,21924,12009,26229,0,28386,26395,4789,1004,2173,26209,2020,4798,27486,27486,24086,27515,2583,1620,0,2138,2030,2632,1416,3132,1770,0,18681,2963,15790,2605,2835,3804,2657,0,24388,6590,2320,26711,8961,42564,43964,43486,2821,9767,2894,2886,35495,7796,0,5144,2679,9088,22175,1778,23121,38684,34098,26253,7395,1004,2534,48960,29509,0,2825,9814,10802,522,50275,45468,36089,4028,20836,21116,20224,3213,4632,2624,0,3662,2652,1868,22336,12003,22594,4141,31080,3225,4203,32047,9626,3473,2179,0,5132,3169,17747,32592,22872,2496,47924,4328,6498,3152,39205,46854,2778,47350,0,1728,3456,8854,8413,22563,3262,3233,0,50728,48311,6497,3412,8108,9251,0,48180,34225,44654,46283,47692,3547,3139,3308,27195,8198,3039,45312,49249,3599,0,5906,45307,49174,53674,4320,56667,7580,56949,7154,7413,45207,6782,9205,4049,0,38592,54418,2286,2410,630,28244,14062,8525,2151,5746,3173,20362,13464,20178,0,28128,3076,3497,1848,3058,17293,3371,24530,2313,3400,1782,10914,3061,8357,0
2020-09-26 21:55:58,0,3174,26621,4591,36019,36770,2086,2867,8430,37256,34836,35328,31698,24726,26243,0,28824,25765,4457,1008,1997,26070,1442,2591,27012,26530,24591,27008,6255,1620,0,2116,2016,2638,1440,2210,1605,0,14711,5591,15890,2430,2764,3485,2306,0,28675,5953,7210,35588,8109,40874,44434,42524,2968,10117,2628,4699,35735,13220,0,5108,3067,10874,22050,1782,8153,36931,36058,25963,6958,1008,2520,49140,31381,0,2798,12510,10743,518,51196,44096,36531,3394,21225,21120,20595,3317,4926,2700,0,2224,2666,1782,17788,13213,22110,2800,31072,3250,6120,31997,11154,3947,2141,0,2790,4007,16305,32120,20616,2357,46458,3895,7300,3140,44516,46980,2878,47318,0,1710,3398,4577,10441,24316,3074,3002,0,50268,49962,5707,2362,9464,8495,0,48604,30969,45792,45827,45804,3719,3176,3294,14263,7794,2933,49824,47934,3581,0,8601,45740,46770,52541,4329,55886,3582,58427,4919,7522,46069,5424,10394,4112,0,40629,54896,2286,2660,630,27838,21137,8500,1984,7289,2682,19969,13998,17349,0,27682,3088,2481,4262,3003,16063,3925,23824,2187,3466,1782,14230,3115,10395,0
2020-09-26 21:56:59,0,3439,19834,2886,35699,35981,3493,2806,4796,35818,34850,34850,36162,18542,26243,0,29410,25760,15217,990,1923,27535,1200,13889,27553,27288,26044,27486,3143,1670,0,2160,1998,2939,2714,1292,2927,0,10051,18598,15680,2350,2700,4197,2270,0,27503,7211,2250,12557,9081,42289,43426,41967,2927,9655,2606,3141,38519,10320,0,4800,2782,7959,22023,1764,5867,37754,35111,35080,8710,990,2566,49176,27686,0,4288,11300,11631,458,50691,32862,39722,2994,21912,21134,21232,2807,3492,3136,0,2383,2732,1764,22336,15676,22088,3843,29864,2964,3425,32124,10090,3788,1945,0,2754,4327,24578,32610,23663,2389,46472,3539,6803,3331,42535,48020,2646,46798,0,1656,3402,3704,8738,24967,3060,3533,0,49363,49266,5760,2194,8246,9112,0,48144,23898,47836,45115,45422,3550,7165,3254,26199,7562,3059,47299,47395,3638,0,7117,36490,46784,52314,4341,55406,3506,56935,3902,7293,46495,5459,9862,4629,0,52666,53958,2282,2689,630,28772,15491,8500,1857,7273,2610,27689,19277,20206,0,27650,4459,2463,4632,3108,20507,3334,23999,2098,4752,1819,8658,3057,1890,0
2020-09-26 21:57:59,0,3216,21676,2883,37044,36209,2352,3046,2948,33809,35314,34836,36664,15468,27157,0,28616,25590,25769,1026,1879,26945,1248,4591,27008,27174,28823,27184,2041,1638,0,2192,2048,2844,1461,4649,1842,0,16887,3088,14979,2907,2804,3733,2192,0,28318,6964,2292,26493,9645,43089,43932,42993,2888,9582,2682,3755,39320,10374,0,5179,2894,8815,21996,1800,8270,30114,35169,33364,9036,1026,2502,48626,27395,0,3222,12491,10422,503,48107,42373,48750,3774,20876,21558,20282,2306,4521,2671,0,2376,2680,1764,22336,8955,22092,3349,28900,3031,2633,29566,8986,4104,1877,0,2804,3147,13433,32588,22549,2366,47942,3561,12940,3250,40966,47460,2602,46848,0,1746,3438,4935,9558,26680,6484,3497,0,48393,50276,5336,2289,7424,8127,0,46966,28403,48497,46329,47678,3714,6572,3276,27965,7164,3059,49477,48458,3567,0,5507,39668,47262,54156,6369,54859,3528,55522,5486,6784,42915,6998,10235,4718,0,39141,53940,2318,2734,644,28182,18453,8514,1865,7955,10806,26512,17461,11016,0,27632,2936,3020,2186,3129,18961,3463,23906,2112,3264,1800,17209,3043,1872,0
2020-09-26 21:58:59,0,3190,20590,2851,37217,35553,2316,2691,2880,33989,35314,35372,36632,21716,26203,0,28905,27166,23018,3025,1914,27018,1266,5089,24941,26548,27345,27008,1852,1652,0,3684,2016,3105,1508,1415,1720,0,16991,3166,14512,2378,2790,4527,6343,0,20269,7156,2286,22489,8261,34020,39673,44704,2828,11666,2898,3390,38804,10470,0,5160,2847,10776,22092,1764,7199,31967,35111,19996,16217,1470,2520,49753,31672,0,3115,13386,11890,672,49893,46384,37692,3192,21858,21102,21228,2344,3864,2646,0,4377,2671,1760,21836,11520,21818,3319,26974,2972,3634,31636,8669,3895,2209,0,3164,3183,16667,33612,32652,2436,46440,3550,6469,3256,44989,46514,2532,46812,0,1782,3438,6917,9848,26926,8332,3369,0,7111,49266,7373,1958,9094,7956,0,48622,32722,50360,45605,47678,3740,15036,3330,24323,9268,2879,46789,49426,3581,0,7891,45012,49160,53728,4321,54192,3564,59306,5773,7204,50732,6902,9338,4736,0,47762,54910,2250,2675,630,28102,20086,8560,1898,5234,7605,27765,15399,18003,0,28124,3103,2246,4968,3233,25998,3081,24366,2096,3328,1799,14400,3108,6339,0
2020-09-26 21:59:59,0,3476,20325,2974,37231,36053,2358,2724,2912,32804,32271,34300,35646,11788,27157,0,28795,26224,26226,2560,1878,27149,2039,2003,27008,27176,28524,27022,1843,1638,0,2654,2066,2881,1638,2683,1520,0,8165,7759,17439,2900,2754,3750,5009,0,26428,7570,2286,16719,12318,40867,37138,44704,2860,9797,2678,3562,40302,17359,0,4832,3002,7400,22528,1796,6482,34496,35187,32410,7284,314,2598,49122,26396,0,3216,11731,11036,647,50453,46949,45556,2964,18910,21544,18280,2286,5266,2682,0,2247,2700,1764,21858,17049,22110,4105,30037,3214,15436,33072,9933,3536,1586,0,2736,4004,20255,32628,32652,2352,45988,3829,6780,3212,46211,48038,2565,46314,0,1656,3384,3963,8911,23176,8964,4310,0,6948,49976,6528,1972,9264,7603,0,48608,27140,46028,6511,46728,3479,22631,3290,28081,8510,3009,45718,47920,3528,0,3908,48224,47726,53656,4366,51415,3564,58240,3888,7422,40113,4817,9902,4487,0,38386,54468,2250,2696,630,28464,17595,8540,1878,7304,9362,19898,14563,17136,0,28128,4485,2255,2782,3068,26468,2754,23999,2548,5002,508,14421,4916,10917,0
2020-09-26 22:00:59,0,3204,16574,3350,37704,35577,2460,2958,3326,20832,35314,33812,36596,24730,26243,0,28891,25296,26688,4170,1821,24625,1270,2182,27964,26692,24962,26548,1521,1638,0,1988,2034,2776,1566,5298,3341,0,17456,3168,17366,2797,2835,3776,6526,0,20438,7748,2246,24930,5438,41675,42802,43084,2926,16431,2664,3554,39561,11540,0,5139,2813,8782,21215,1746,4727,37716,35031,32800,5034,640,2556,49670,37797,0,2823,13938,11753,686,51386,50638,38558,4103,22362,21084,21714,2246,4183,2610,0,2231,2674,1764,21804,6904,22092,3581,28997,2655,10211,31584,8212,3051,2045,0,2772,3821,18252,32106,29772,2380,47942,3558,6127,3128,46797,48522,2496,46816,0,1728,3272,4548,8305,31719,9999,3190,0,8564,48952,7092,1921,9485,9123,0,48568,26031,49577,24704,47678,3486,6774,3312,27953,8995,2969,49666,49705,4439,0,4152,45466,48696,51814,4754,53052,3492,57227,7824,7323,47446,5533,10182,4124,0,38685,54896,2304,2403,630,28678,19036,8525,1821,6509,10066,21594,19675,19626,0,27668,2874,2494,3100,3249,25984,3220,24363,2476,3320,1453,11249,3743,6407,0
2020-09-26 22:01:59,0,3672,30229,2787,36726,20108,2249,2795,2948,27500,35342,35702,36144,19538,26243,0,28891,26688,13070,4437,1872,26173,3537,1693,27022,26711,24663,26070,2044,1638,0,2253,1998,2920,1506,4198,4251,0,17288,3259,15549,2659,5699,3519,15110,0,27994,7135,2318,22486,3164,33575,43444,45162,2908,14181,2660,3544,38782,13381,0,5203,3166,11008,22493,1746,4622,36981,35111,21444,4778,666,2600,49475,28379,0,2850,11390,11720,583,50564,50947,36802,3711,19966,21098,19318,2318,5131,2674,0,2561,2688,1814,21840,12056,22106,3003,29632,3172,4255,22749,8382,3950,1982,0,3180,2814,20581,32628,23067,2321,46297,3607,5758,3164,43971,46805,2589,46121,0,1692,3402,7280,5698,21162,8890,3000,0,45053,48762,6708,1999,8585,7670,0,45532,31163,49218,7429,44599,3518,5414,4026,33446,8741,3020,51032,48904,3513,0,5260,43726,47280,53264,4330,46527,7832,57249,4514,7507,48079,7570,11205,3995,0,37904,53954,4849,2674,630,28740,17433,8579,1868,8274,11247,28974,15565,22167,0,27664,3054,2480,2219,3410,18984,3172,23761,1980,3382,646,16881,3057,10065,0
2020-09-26 22:02:59,0,3160,29590,8560,36208,11862,2218,2797,2952,36300,35314,35792,36054,15438,26229,0,29396,26386,22915,4973,1854,27176,5877,10444,27008,26530,24967,27030,2056,1656,0,2111,2030,2892,1611,2486,2341,0,15473,3092,16054,2706,5029,3746,19814,0,26111,7472,2300,31934,3868,33212,43932,42828,2888,14268,2628,3935,39724,12498,0,4857,2776,8106,16380,1764,6788,37176,35426,22855,5591,579,2538,49153,38333,0,2844,13274,10646,612,50845,51648,35661,2809,20934,21084,20300,3126,4827,2682,0,3558,2672,1782,21840,15389,22092,4273,31573,2761,5721,24427,10417,4156,2117,0,2772,4084,19411,32624,18530,2361,47268,3564,6295,3078,43506,46298,2710,46120,0,1764,3366,3871,2698,32135,7232,3332,0,50678,49266,7419,1958,7711,9758,0,48586,30238,49877,4377,45822,3715,6369,3843,30845,9148,3020,50581,48799,3545,0,4832,37042,47726,52800,4581,53564,7411,58377,6701,7365,45525,6706,9309,4077,0,42759,54896,4146,2446,644,28182,18211,8550,1857,5812,9354,28010,16539,14048,0,26712,4564,2284,2336,3464,19375,3288,24005,2029,5122,585,13966,3145,5268,0
2020-09-26 22:03:59,0,3424,23105,4510,37718,10148,2168,2995,4503,12918,33880,35314,37098,20662,26229,0,28905,26242,25316,3540,1880,27234,4948,1980,27008,27022,24451,27022,1632,1652,0,2039,2030,2618,1505,1688,1892,0,17072,3016,17090,3266,6278,3748,5751,0,25921,8079,2339,7882,3582,41698,44900,43317,2810,12734,2912,3635,38816,17024,0,5011,2708,8560,22582,1796,4829,38085,35612,32759,7122,674,2520,49756,32027,0,2808,10294,12263,519,51632,54277,34623,3732,17686,21102,17524,2717,4204,2701,0,11979,2660,1782,21452,5572,22092,3398,29482,3165,3555,30030,11638,4128,2150,0,6107,3767,20967,31563,19578,2393,45177,4837,6901,4798,45672,46278,2656,44029,0,1764,3402,10600,3622,17053,6817,2933,0,48846,49976,6425,1892,8153,1764,0,49104,21984,46908,6485,44040,3479,7440,3568,31524,8073,3108,48901,47623,3866,0,3816,43480,47726,54174,4105,56356,3934,57922,9464,6943,38185,6796,10123,4361,0,53321,53056,4694,2435,630,27830,18858,8428,1852,6912,6704,20773,12434,17858,0,27650,2937,2491,4071,3727,14143,3663,24435,2267,3333,613,13483,3079,8807,0
2020-09-26 22:04:59,0,3212,27151,5826,36632,19095,2170,3037,3403,35487,34850,35792,36054,12050,27621,0,27749,26688,26219,2546,1896,26719,5063,1750,27998,27008,25029,27500,1684,1656,0,1318,2348,3395,1511,3242,3095,0,17523,3360,15114,4816,3178,3444,4383,0,28016,6855,5705,28222,3146,28712,44448,43771,2706,11903,2700,3526,36739,22495,0,5284,3004,11109,19747,1782,4733,32839,38513,29259,5255,573,2618,48023,36038,0,2858,12457,3560,1583,52186,53751,49863,3234,19539,21080,18393,2454,4817,2635,0,6675,2653,1746,21750,12784,22576,3178,30156,3188,3500,30588,8553,3740,2268,0,7833,3239,15928,27047,22210,2352,47458,3461,7112,3747,36029,48554,2816,46798,0,1764,3438,4480,3078,28055,9787,3214,0,48881,48911,37729,3197,9611,2536,0,49100,25333,50623,20971,44037,3769,9767,3563,23695,39870,2772,48997,48458,3599,0,7143,47909,48204,52822,4070,56374,3510,56943,8747,7567,54565,5406,9296,4653,0,37276,55880,4113,2421,612,22769,15566,8486,1902,6021,10425,20198,17646,13207,0,27650,2895,2530,13455,2336,10238,3270,24308,2066,3329,1075,15472,3197,5029,0
